"Plot Title: 21234352_whaler"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21234352, SEN S/N: 21234352)","Stopped (LGR S/N: 21234352, SEN S/N: 21234352)","End Of File (LGR S/N: 21234352, SEN S/N: 21234352)"
1,04/15/22 12:00:00  PM,8.72,,
2,04/15/22 12:10:00  PM,8.68,,
3,04/15/22 12:20:00  PM,8.67,,
4,04/15/22 12:30:00  PM,8.71,,
5,04/15/22 12:40:00  PM,8.68,,
6,04/15/22 12:50:00  PM,8.82,,
7,04/15/22 01:00:00  PM,8.81,,
8,04/15/22 01:10:00  PM,8.88,,
9,04/15/22 01:20:00  PM,8.90,,
10,04/15/22 01:30:00  PM,8.85,,
11,04/15/22 01:40:00  PM,8.75,,
12,04/15/22 01:50:00  PM,8.41,,
13,04/15/22 02:00:00  PM,8.06,,
14,04/15/22 02:10:00  PM,8.36,,
15,04/15/22 02:20:00  PM,8.66,,
16,04/15/22 02:30:00  PM,8.73,,
17,04/15/22 02:40:00  PM,8.77,,
18,04/15/22 02:50:00  PM,8.60,,
19,04/15/22 03:00:00  PM,8.53,,
20,04/15/22 03:10:00  PM,8.64,,
21,04/15/22 03:20:00  PM,8.70,,
22,04/15/22 03:30:00  PM,8.72,,
23,04/15/22 03:40:00  PM,8.79,,
24,04/15/22 03:50:00  PM,8.81,,
25,04/15/22 04:00:00  PM,8.86,,
26,04/15/22 04:10:00  PM,8.87,,
27,04/15/22 04:20:00  PM,8.92,,
28,04/15/22 04:30:00  PM,8.90,,
29,04/15/22 04:40:00  PM,8.93,,
30,04/15/22 04:50:00  PM,9.04,,
31,04/15/22 05:00:00  PM,9.06,,
32,04/15/22 05:10:00  PM,9.20,,
33,04/15/22 05:20:00  PM,9.29,,
34,04/15/22 05:30:00  PM,9.33,,
35,04/15/22 05:40:00  PM,9.34,,
36,04/15/22 05:50:00  PM,9.31,,
37,04/15/22 06:00:00  PM,9.26,,
38,04/15/22 06:10:00  PM,9.14,,
39,04/15/22 06:20:00  PM,9.22,,
40,04/15/22 06:30:00  PM,9.21,,
41,04/15/22 06:40:00  PM,9.15,,
42,04/15/22 06:50:00  PM,9.11,,
43,04/15/22 07:00:00  PM,9.18,,
44,04/15/22 07:10:00  PM,9.18,,
45,04/15/22 07:20:00  PM,8.92,,
46,04/15/22 07:30:00  PM,8.96,,
47,04/15/22 07:40:00  PM,9.01,,
48,04/15/22 07:50:00  PM,8.97,,
49,04/15/22 08:00:00  PM,8.98,,
50,04/15/22 08:10:00  PM,8.97,,
51,04/15/22 08:20:00  PM,8.92,,
52,04/15/22 08:30:00  PM,8.92,,
53,04/15/22 08:40:00  PM,8.92,,
54,04/15/22 08:50:00  PM,8.93,,
55,04/15/22 09:00:00  PM,8.93,,
56,04/15/22 09:10:00  PM,8.87,,
57,04/15/22 09:20:00  PM,8.83,,
58,04/15/22 09:30:00  PM,8.68,,
59,04/15/22 09:40:00  PM,8.68,,
60,04/15/22 09:50:00  PM,8.62,,
61,04/15/22 10:00:00  PM,8.74,,
62,04/15/22 10:10:00  PM,8.77,,
63,04/15/22 10:20:00  PM,8.81,,
64,04/15/22 10:30:00  PM,8.83,,
65,04/15/22 10:40:00  PM,8.78,,
66,04/15/22 10:50:00  PM,8.78,,
67,04/15/22 11:00:00  PM,8.76,,
68,04/15/22 11:10:00  PM,8.77,,
69,04/15/22 11:20:00  PM,8.76,,
70,04/15/22 11:30:00  PM,8.79,,
71,04/15/22 11:40:00  PM,8.79,,
72,04/15/22 11:50:00  PM,8.87,,
73,04/16/22 12:00:00  AM,8.88,,
74,04/16/22 12:10:00  AM,8.85,,
75,04/16/22 12:20:00  AM,8.59,,
76,04/16/22 12:30:00  AM,8.08,,
77,04/16/22 12:40:00  AM,8.35,,
78,04/16/22 12:50:00  AM,8.46,,
79,04/16/22 01:00:00  AM,8.47,,
80,04/16/22 01:10:00  AM,8.45,,
81,04/16/22 01:20:00  AM,8.45,,
82,04/16/22 01:30:00  AM,8.53,,
83,04/16/22 01:40:00  AM,8.52,,
84,04/16/22 01:50:00  AM,8.55,,
85,04/16/22 02:00:00  AM,8.51,,
86,04/16/22 02:10:00  AM,8.56,,
87,04/16/22 02:20:00  AM,8.59,,
88,04/16/22 02:30:00  AM,8.57,,
89,04/16/22 02:40:00  AM,8.58,,
90,04/16/22 02:50:00  AM,8.61,,
91,04/16/22 03:00:00  AM,8.62,,
92,04/16/22 03:10:00  AM,8.52,,
93,04/16/22 03:20:00  AM,8.64,,
